Unnamed: 0.1,Unnamed: 0,fire_name,fire_size,fire_size_class,stat_cause_descr,latitude,longitude,state,disc_clean_date,cont_clean_date,discovery_month,disc_date_final,cont_date_final,putout_time,disc_date_pre,disc_pre_year,disc_pre_month,wstation_usaf,dstation_m,wstation_wban,wstation_byear,wstation_eyear,Vegetation,fire_mag,weather_file,Temp_pre_30,Temp_pre_15,Temp_pre_7,Temp_cont,Wind_pre_30,Wind_pre_15,Wind_pre_7,Wind_cont,Hum_pre_30,Hum_pre_15,Hum_pre_7,Hum_cont,Prec_pre_30,Prec_pre_15,Prec_pre_7,Prec_cont,remoteness
743,743,,10.0,C,Missing/Undefined,32.875,-79.975,SC,2/24/1996,2/24/1996,Feb,,,0 days 00:00:00.000000000,1/25/1996,1996,Jan,722080,6724.914019,13880,1973,2005,12,1.0,722080-13880-1996.gz,9.445454545,11.54271605,11.40816327,0.0,4.074666667,4.063950617,2.941836735,0.0,67.34777228,63.96202532,70.34759358,0.0,42.0,9.7,4.6,0.0,0.1174113962575442
744,744,57,0.6,B,Children,45.9916,-89.8529,WI,4/29/1997,4/29/1997,Apr,4/29/1997 19:36,4/29/1997 20:20,0 days 00:00:00.000000000,3/30/1997,1997,Mar,726404,11801.20058,4865,1976,2018,15,0.1,726404-99999-1997.gz,6.0,9.4,10.42857143,0.0,4.613793103,3.08,3.514285714,0.0,53.79310345,33.3,28.71428571,0.0,0.0,0.0,0.0,0.0,0.2000995831016367
745,745,,0.72,B,Debris Burning,43.31068615,-76.42438889,NY,4/29/2000,4/29/2000,Apr,4/29/2000 13:38,4/29/2000 13:38,0 days 00:00:00.000000000,3/30/2000,2000,Mar,725146,5411.3083670000005,54773,1973,2020,9,0.1,725146-99999-2000.gz,5.741605839,7.708588957000001,6.235294118,0.0,3.736934307,3.210736196,2.9779411760000003,0.0,74.13256956,75.10508475,76.12389381,0.0,92.6,22.1,4.8,0.0,0.0809233405127587
746,746,,1.0,B,Railroad,26.89,-81.97,FL,5/16/1992,,May,,,,4/16/1992,1992,Apr,722034,3647.180843,12812,1973,2004,12,0.1,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1398813850016054
747,747,,2.08,B,Debris Burning,31.8414,-83.7138,GA,12/23/1996,12/23/1996,Dec,12/23/1996 13:00,12/23/1996 13:50,0 days 00:00:00.000000000,11/23/1996,1996,Nov,722062,90445.85425,99999,1945,2005,12,0.1,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1513784776375375
748,748,,20.0,C,Arson,34.67909999,-95.50848002,OK,2/28/2004,,Feb,,,,1/29/2004,2004,Jan,723566,33734.67069,93950,1947,2020,16,1.0,723566-93950-2004.gz,4.157356322,6.550252525,8.03015873,13.92620614,3.575086505,3.5262626260000003,3.703174603,4.339692982,69.47412756,65.57506361,64.96296296,66.18953488,41.8,13.3,12.5,35.1,0.2574501550677666
749,749,,10.0,C,Debris Burning,32.43542,-95.12292,TX,3/21/1998,,Mar,,,,2/19/1998,1998,Feb,722448,27737.53175,99999,1973,2020,12,1.0,722448-99999-1998.gz,11.54011742,10.01976285,13.413793099999998,19.16135881,4.023968566000001,4.296414343,4.270434783,4.987794433,61.44217687,65.76255708,72.76288659999999,59.40948276,0.0,0.0,0.0,0.0,0.2553549510670352
750,750,CRANE CREEK #2,2.0,B,Debris Burning,37.26459122,-83.72733307,KY,12/4/2013,12/5/2013,Dec,12/4/2013 19:30,12/5/2013 12:25,1 days 00:00:00.000000000,11/4/2013,2013,Nov,723293,36779.30476,3849,1981,2018,0,0.1,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1480323427293524
751,751,FENCEMAKER,2.0,B,Miscellaneous,40.0649,-117.8626,NV,6/29/1994,6/30/1994,Jun,6/29/1994 21:19,6/30/1994 16:00,1 days 00:00:00.000000000,5/30/1994,1994,May,725805,60264.53254,24172,1973,2020,14,0.1,725805-24172-1994.gz,21.82527778,22.56583333,24.86785714,26.96666667,4.29375,4.079166667,3.835119048,5.008333333,21.26527778,17.44444444,15.7202381,19.04166667,0.0,0.0,0.0,0.0,0.4725553878801749
752,752,,13.45,C,Debris Burning,32.1324,-82.3774,GA,3/15/1996,3/15/1996,Mar,3/15/1996 12:10,3/15/1996 13:18,0 days 00:00:00.000000000,2/14/1996,1996,Feb,722691,48442.58326,366,1942,2020,12,1.0,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1392336928824282
753,753,,1.5,B,Smoking,33.4056,-80.3267,SC,3/19/2001,,Mar,,,,2/17/2001,2001,Feb,723107,22900.41319,371,1979,2005,16,0.1,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1201508735339544
754,754,,1.5,B,Debris Burning,31.03385262,-82.01954533,GA,3/17/2006,,Mar,,,,2/15/2006,2006,Feb,999999,56022.106470000006,53846,2002,2019,12,0.1,999999-54828-2006.gz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1368650469309693
755,755,493,10.0,C,Debris Burning,26.41166667,-98.92027778,TX,1/1/2008,1/2/2008,Jan,1/1/2008 15:45,1/2/2008 12:00,1 days 00:00:00.000000000,12/2/2007,2007,Dec,720276,79701.47627999999,99999,2006,2020,12,1.0,720276-12983-2007.gz,18.75618945,17.1395881,16.85667752,0.0,3.896736726,3.4178398060000004,3.806614786,0.0,67.37198986,63.36748634,67.68669528,0.0,0.0,0.0,0.0,0.0,0.2960396582067426
756,756,,6.6,B,Debris Burning,32.5783,-82.7228,GA,12/30/1999,,Dec,,,,11/30/1999,1999,Nov,722217,24672.29814,63881,1997,2005,12,0.1,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1419925615561312
757,757,,100.0,D,Equipment Use,27.0068,-99.09993,TX,12/4/2008,,Dec,,,,11/4/2008,2008,Nov,722338,52615.28223,99999,2006,2020,12,3.0,722338-12994-2008.gz,17.60613098,16.4990689,17.14829659,14.10521092,3.080120762,2.8703910610000003,3.306012024,3.5657071960000004,62.21834061,63.95520717,60.6175772,64.30531453,0.0,0.0,0.0,0.0,0.2972005348210322
758,758,,20.0,C,Arson,31.22971274,-91.12289395,MS,6/21/1998,6/21/1998,Jun,6/21/1998 20:02,,0 days 00:00:00.000000000,5/22/1998,1998,May,722320,76833.8902,13970,1973,2020,12,1.0,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2191189106381674
759,759,CLEAR CUT,45.0,C,Debris Burning,27.77333,-81.44639000000001,FL,6/23/2007,,Jun,,,,5/24/2007,2007,May,749045,36643.02221,99999,2006,2020,12,1.0,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1344433912159035
760,760,BEAR,55.0,C,Missing/Undefined,36.726064,-119.376208,CA,9/11/2009,,Sep,9/11/2009 19:56,,,8/12/2009,2009,Aug,723897,39647.83732,99999,2006,2020,0,1.0,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4896346807615528
761,761,FY2000-POLK-105,10.11,C,Debris Burning,34.0531,-85.2719,GA,1/28/2000,1/28/2000,Jan,1/28/2000 16:53,1/28/2000 16:53,0 days 00:00:00.000000000,12/29/1999,1999,Dec,723200,34323.726910000005,99999,1990,2020,16,1.0,723200-93801-1999.gz,5.29875,0.0,0.0,0.0,0.9825,0.0,0.0,0.0,67.55844156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.163831513910958
762,762,US87N,1.0,B,Miscellaneous,30.811873,-99.262311,TX,6/5/2012,,Jun,,,,5/6/2012,2012,May,723628,41017.63728,93942,1948,2020,12,0.1,723628-93942-2012.gz,23.80505243,26.70809793,27.01422764,27.80974695,3.919351764,4.458945386,4.349796748,3.801030928,61.41068622,59.08056872,59.34702259,56.52455032,0.0,0.0,0.0,0.0,0.2955604906554576
763,763,,2.0,B,Children,48.465,-114.015,MT,4/14/1992,4/14/1992,Apr,4/14/1992 16:37,4/14/1992 16:54,0 days 00:00:00.000000000,3/15/1992,1992,Mar,727790,25703.36115,24146,1973,2020,15,0.1,727790-24146-1992.gz,4.937777778,5.498888889,4.086904762,0.0,2.708888889,3.094166667,3.414285714,0.0,66.1448468,63.13611111,68.95238095,0.0,82.7,15.9,13.4,0.0,0.431261862912681
764,764,RIVER 2                  ,10.0,C,Campfire,37.355,-118.3411111,CA,5/31/2004,,May,,,,5/1/2004,2004,May,724800,2322.004099,23157,1973,2005,0,1.0,724800-23157-2004.gz,18.6421875,18.66658596,18.79421053,23.83057851,3.715985577,3.75811138,3.913684211,3.718890201,26.37139423,27.93220339,30.53157895,27.39787485,0.0,0.0,0.0,2.6,0.4787526235534813
765,765,,8.0,B,Equipment Use,29.93363,-97.03796,TX,9/26/2008,,Sep,,,,8/27/2008,2008,Aug,A00008,8956.239872,12978,1948,2019,12,0.1,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2752176581651813
766,766,PG&E # 11                ,200.0,D,Equipment Use,38.2,-120.80694440000002,CA,9/3/2004,,Sep,,,,8/4/2004,2004,Aug,724920,50445.26098,23237,1973,2020,0,3.0,724920-23237-2004.gz,24.14164619,23.87548077,25.06769231,21.7188024,3.864083641,3.995432692,3.508717949,3.298922156,53.35301353,54.64663462,46.96410256,47.4736211,0.0,0.0,0.0,0.0,0.5034643378886212
767,767,DOG FIRE,1.0,B,Arson,35.3983,-79.8117,NC,3/23/1997,,Mar,,,,2/21/1997,1997,Feb,722148,30798.78975,99999,1976,2005,15,0.1,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1143213565514109
768,768,,4.0,B,Arson,46.979232,-95.373248,MN,10/12/1999,,Oct,,,,9/12/1999,1999,Sep,727457,42665.65682,99999,1997,2005,15,0.1,727457-99999-1999.gz,11.24909747,8.988950276,9.171052632,6.0141643060000005,3.857220217,3.955801105,4.065789474,4.310070922,71.99223301,69.52173913,68.91304348,65.99121523,0.0,0.0,0.0,0.0,0.2510110129941909
769,769,LICK CREEK,25.0,C,Arson,35.367933,-84.39156,TN,10/1/2007,10/1/2007,Oct,10/1/2007 18:21,10/1/2007 19:30,0 days 00:00:00.000000000,9/1/2007,2007,Sep,722177,51228.21368,99999,1942,2020,15,1.0,722177-63811-2007.gz,20.11576194,19.0304878,18.60206718,0.0,0.416285154,0.3968292679999999,0.396640827,0.0,73.98430034,73.27541828,72.41436464,0.0,0.0,0.0,0.0,0.0,0.1550827434169301
770,770,,1.17,B,Equipment Use,30.78961134,-83.47470829,GA,3/21/2009,,Mar,,,,2/19/2009,2009,Feb,722166,19894.62889,99999,2006,2020,12,0.1,722166-93845-2009.gz,13.9709571,16.81556017,17.7,17.61773399,1.98129813,1.602697095,2.11826087,2.847487685,69.31133113,74.65767635,76.90869565,73.69261084,35.1,16.6,16.6,269.0,0.1500302024942836
771,771,SIDE OF ROAD,2.5,B,Miscellaneous,31.9878665,-94.7669518,TX,7/26/2015,,Jul,,,,6/26/2015,2015,Jun,720577,19614.3577,99999,2014,2020,12,0.1,720577-00175-2015.gz,27.60557789,28.452494800000004,28.91803279,28.37311628,1.713547053,1.324780702,1.2229268290000002,1.440553667,74.48148148,70.43,68.02985075,63.55128853,40.7,0.0,0.0,18.8,0.2523515368766287
772,772,,35.0,C,Fireworks,41.87133408,-103.4590988,NE,7/2/2013,7/2/2013,Jul,7/2/2013 22:28,7/2/2013 23:15,0 days 00:00:00.000000000,6/2/2013,2013,Jun,720979,36397.86274,99999,2012,2020,15,1.0,720979-99999-2013.gz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3293314454083456
773,773,,10.0,C,Smoking,33.594593,-80.206375,SC,2/17/2011,2/17/2011,Feb,2/17/2011 13:12,2/17/2011 14:21,0 days 00:00:00.000000000,1/18/2011,2011,Jan,723107,876.719331,99999,2005,2020,16,1.0,723107-00371-2011.gz,7.823155838,8.31047266,7.918489066,0.0,1.841035662,1.974698795,1.837574553,0.0,66.21269841,63.36674817,60.23777778,0.0,0.0,0.0,0.0,0.0,0.118960380187931
774,774,DEVIL,1.0,B,Lightning,34.54833333,-118.6833333,CA,9/2/1998,9/2/1998,Sep,9/2/1998 17:01,9/2/1998 19:30,0 days 00:00:00.000000000,8/3/1998,1998,Aug,745057,39668.16742,99999,1980,2002,16,0.1,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4838889839155345
775,775,FY2000-GRADY-073,0.6,B,Debris Burning,30.8988,-84.1749,GA,2/18/2000,2/18/2000,Feb,2/18/2000 15:52,2/18/2000 15:52,0 days 00:00:00.000000000,1/19/2000,2000,Jan,722268,130176.2948,13839,1935,2020,12,0.1,722268-99999-2000.gz,10.49365303,13.95762712,18.49152542,0.0,4.142172523999999,3.477854671,3.930322581,0.0,62.41923775,62.11196911,71.55199999999999,0.0,0.0,0.0,0.0,0.0,0.1562173027614379
776,776,,12.0,C,Missing/Undefined,35.79109949,-94.86990354,OK,3/29/1993,3/29/1993,Mar,3/29/1993 15:00,3/29/1993 16:00,0 days 00:00:00.000000000,2/27/1993,1993,Feb,722199,19514.56479,53956,1981,2005,15,1.0,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2507935022565055
777,777,,1.0,B,Miscellaneous,28.88228,-97.90166001,TX,1/1/2006,,Jan,,,,12/2/2005,2005,Dec,722536,78814.38126000001,99999,1946,2020,12,0.1,722536-12911-2005.gz,10.55180723,11.20289855,17.425,0.0,3.299518072,2.668115942,2.975,0.0,60.22384428,62.75,57.92105263,0.0,7.1,0.0,0.0,0.0,0.2842245913405101
778,778,,3.0,B,Equipment Use,34.54682996,-89.65597737,MS,6/24/2012,6/24/2012,Jun,6/24/2012 16:56,6/24/2012 19:15,0 days 00:00:00.000000000,5/25/2012,2012,May,720541,20617.86484,53806,2010,2014,16,0.1,720541-53806-2012.gz,23.35417639,24.04566636,25.3,0.0,1.335620915,1.174347015,1.109418838,0.0,69.46847721,68.63870353,60.77955912,0.0,0.0,0.0,0.0,0.0,0.2033320662547788
779,779,18TH AVE NE (11),2.0,B,Lightning,26.2639,-81.514,FL,8/17/2014,8/17/2014,Aug,8/17/2014 14:01,8/17/2014 14:57,0 days 00:00:00.000000000,7/18/2014,2014,Jul,722038,28833.33494,99999,2006,2020,12,0.1,722038-12897-2014.gz,28.58130435,28.495625,28.83116279,0.0,2.714782609,2.8839583330000003,2.802790698,0.0,80.65699874,80.2519084,80.78064516,0.0,303.3,233.0,35.6,0.0,0.1364048411776897
780,780,,1.0,B,Smoking,34.505,-78.7283,NC,11/9/1992,,Nov,,,,10/10/1992,1992,Oct,723108,32430.46238,13776,1959,1999,16,0.1,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1053489764040511
781,781,,120.0,D,Arson,48.603336,-96.60891541,MN,4/6/2004,,Apr,,,,3/7/2004,2004,Mar,727478,29949.26927,99999,1976,2005,15,3.0,727478-99999-2004.gz,-2.52673546,1.030869972,2.853413655,4.896682464,6.074624765,5.347427502,4.746787149,5.631721195,75.17260788,74.04115996,69.85140562,54.49573055,0.0,0.0,0.0,0.0,0.2623128978052258
782,782,,1.0,B,Arson,43.17635235,-77.61052715,NY,8/13/2003,8/14/2003,Aug,8/13/2003 19:33,8/14/2003 19:33,1 days 00:00:00.000000000,7/14/2003,2003,Jul,725290,8527.450734999999,14768,1987,2018,9,0.1,725290-14768-2003.gz,21.10706422,21.65820106,21.66622517,22.92666667,2.860733945,2.327336861,2.116225166,1.023333333,78.13176471,82.25179856,86.71276596,76.41176471,250.0,164.0,89.7,1.0,0.0913103281990017
783,783,,2.5,B,Missing/Undefined,40.38536967,-110.7454816,UT,6/21/2007,,Jun,,,,5/22/2007,2007,May,999999,59470.05506,53167,2002,2019,14,0.1,999999-63896-2007.gz,22.88825231,24.0380787,24.18650794,23.89456019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4011107523636579
784,784,,2.0,B,Missing/Undefined,36.10919953,-94.9309999,OK,9/2/1995,9/2/1995,Sep,9/2/1995 15:21,9/2/1995 16:40,0 days 00:00:00.000000000,8/3/1995,1995,Aug,722199,21049.80182,53956,1981,2005,0,0.1,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2511763926861632
785,785,,6.0,B,Debris Burning,32.646359999999994,-80.85858,SC,3/25/2009,,Mar,,,,2/23/2009,2009,Feb,722085,22471.49438,93831,2005,2020,12,0.1,722085-93831-2009.gz,12.85706522,14.43885481,12.81770335,17.43564155,2.810652174,2.291820041,2.244976077,3.606822811,74.15545755,78.48016701,72.92156863,74.03134796,102.3,6.7,0.3,223.2,0.1253803781670088
786,786,,12.0,C,Debris Burning,32.892140000000005,-86.41353000000001,AL,6/29/1995,,Jun,6/29/1995 20:00,,,5/30/1995,1995,May,722300,46796.41706,53864,1981,2019,12,1.0,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1749223983741592
787,787,,0.6,B,Debris Burning,35.11477,-79.39546999999999,NC,11/19/2005,,Nov,,,,10/20/2005,2005,Oct,723143,13165.97694,99999,1973,2010,15,0.1,723143-99999-2005.gz,13.27259753,14.32730733,12.80612245,5.568345324,2.255407337,2.747950429,2.534151329,2.326176753,63.0888998,62.09884837,64.38016529,70.67159612,92.7,0.0,0.0,103.9,0.1108290991532308
788,788,CARROL FIRE,2.0,B,Debris Burning,28.34296667,-97.71205,TX,8/22/2014,8/22/2014,Aug,8/22/2014 14:32,8/22/2014 16:15,0 days 00:00:00.000000000,7/23/2014,2014,Jul,720391,918.2116439,127,2005,2018,12,0.1,720391-00127-2014.gz,29.9369238,30.38156162,30.54543651,0.0,3.933113829,4.601505174,5.9468253970000005,0.0,64.55549975,65.48635478,65.97352342,0.0,3.6,3.6,0.0,0.0,0.2828904830398058
789,789,,5.0,B,Arson,31.3989,-87.5394,AL,5/28/1998,,May,,,,4/28/1998,1998,Apr,999999,56646.62791,23802,1996,2003,12,0.1,999999-53908-1998.gz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1862095448797385
790,790,,15.0,C,Arson,31.49401453,-90.37138092,MS,11/16/1999,11/16/1999,Nov,11/16/1999 15:12,11/16/1999 17:35,0 days 00:00:00.000000000,10/17/1999,1999,Oct,722354,94170.03621,99999,1978,2005,12,1.0,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2120085378900504
791,791,6.12015E+12,2.0,B,Debris Burning,31.8859302,-89.20268668,MS,5/5/2015,5/5/2015,May,5/5/2015 20:30,5/5/2015 21:37,0 days 00:00:00.000000000,4/5/2015,2015,Apr,720776,23788.56879,99999,2013,2020,12,0.1,720776-99999-2015.gz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2010089759528797
792,792,MS0    0909-4230622001,12.0,C,Missing/Undefined,30.281044,-89.436564,MS,6/22/2009,,Jun,6/22/2009 7:46,,,5/23/2009,2009,May,722138,9616.115219,99999,1973,2010,12,1.0,722138-63852-2009.gz,27.15803815,29.65625,31.14864865,29.54093567,2.347138965,2.285625,2.424324324,2.499122807,63.02,57.89473684,55.0,62.13981763,0.0,0.0,0.0,0.0,0.2043685704768765
793,793,KENTUCKY,5.0,B,Lightning,36.91305999,-106.6536,NM,8/8/2000,,Aug,,,,7/9/2000,2000,Jul,724620,91440.03058,23061,1943,2020,0,0.1,724620-23061-2000.gz,18.58162791,18.47904762,19.1494898,16.92553699,3.018023256,3.018571429,3.070408163,3.086038186,45.80905753,45.03809524,42.48979592,50.32696897,17.1,4.6,1.0,51.5,0.3626396755444636
794,794,,4.0,B,Missing/Undefined,17.958364000000003,-66.172852,PR,1/28/2006,,Jan,,,,12/29/2005,2005,Dec,785265,55755.48568,494,1945,2018,12,0.1,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.013256490986037
795,795,,5.0,B,Missing/Undefined,34.6743,-94.8406,OK,12/1/2005,,Dec,,,,11/1/2005,2005,Nov,723759,84909.8468,99999,1992,2018,16,0.1,723759-99999-2005.gz,14.35778091,9.936970837,11.69450102,7.346549192,3.27790315,3.016180621,3.829327902,2.980078316,69.62257053,66.25054945,65.87850467,71.07490865,0.0,0.0,0.0,0.0,0.2512073499768097
796,796,SULPHUR CREEK,5.0,B,Lightning,34.49416667,-93.88027778,AR,9/14/2011,9/14/2011,Sep,9/14/2011 3:30,,0 days 00:00:00.000000000,8/15/2011,2011,Aug,723435,27988.68405,99999,2006,2020,16,0.1,723435-53921-2011.gz,24.78456464,23.28444444,20.32694611,0.0,0.7126649079999999,0.91,0.5970059879999999,0.0,66.89151599,57.94428969,57.550898200000006,0.0,18.5,1.3,0.3,0.0,0.2423688693918866
797,797,,2.0,B,Debris Burning,33.60500001,-80.41361001,SC,4/4/2004,,Apr,,,,3/5/2004,2004,Mar,723107,19096.51452,371,1979,2005,16,0.1,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1207840206237855
798,798,KANARRA SOUTH,3.0,B,Missing/Undefined,37.5799,-113.18915,UT,7/9/1995,7/9/1995,Jul,,,0 days 00:00:00.000000000,6/9/1995,1995,Jun,999999,43746.26119,53166,1949,2004,0,0.1,999999-99999-1995.gz,16.97265282,17.41574725,17.57635713,0.0,6.8665572710000005,6.728270604,6.866567891,0.0,80.45299595,80.35277642,79.86533399999999,0.0,1898.0,1087.0,605.0,0.0,0.4267541981901532
799,799,,2.0,B,Equipment Use,32.93416997,-94.87999998,TX,8/2/2005,,Aug,,,,7/3/2005,2005,Jul,722042,61522.60216,99999,1974,2020,12,0.1,722042-99999-2005.gz,27.65824666,28.13573701,27.48723898,28.72190476,1.41307578,1.524708378,1.574941995,1.5338732730000002,70.82814238,69.38983051,66.66508314,67.09744659,0.0,0.0,0.0,0.0,0.252733336141524
800,800,,3.0,B,Arson,38.20960809,-82.15267879,WV,11/13/2009,,Nov,,,,10/14/2009,2009,Oct,724250,39197.64367,3860,2006,2020,0,0.1,724250-03860-2009.gz,10.16879562,10.81482213,11.24078947,6.108281389,1.976111111,2.020564516,1.963716814,2.320483005,71.43844697,63.6097561,55.4159292,71.42607897,130.1,51.0,8.2,36.1,0.1334787508506068
801,801,,1.0,B,Debris Burning,44.28044214,-91.93976122,MN,5/5/2014,5/5/2014,May,5/5/2014 15:35,5/5/2014 16:20,0 days 00:00:00.000000000,4/5/2014,2014,Apr,726588,29135.26184,99999,2006,2020,15,0.1,726588-04956-2014.gz,7.245180425,7.929092805,7.447524752,0.0,3.50479723,4.025234619,3.82039604,0.0,66.49224405,69.25646794,74.74576271,0.0,0.0,0.0,0.0,0.0,0.2197670182399822
802,802,,7.0,B,Lightning,30.55798902,-93.0070359,LA,12/25/2005,,Dec,,,,11/25/2005,2005,Nov,722404,40221.38424,99999,1985,2011,12,0.1,722404-13941-2005.gz,9.986666667,8.358024691,8.875,14.075,3.277333333,3.0790123460000003,2.91875,3.394736842,64.81081081,64.175,63.15625,65.78947368,0.0,0.0,0.0,0.0,0.2370498723431946
803,803,,1.0,B,Missing/Undefined,34.4625,-82.25833333,SC,7/3/1993,7/3/1993,Jul,,7/3/1993 12:30,0 days 00:00:00.000000000,6/3/1993,1993,Jun,723124,25385.23314,53874,1973,2020,16,0.1,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1365818571719863
804,804,FY2015-SEMINOLE-001,1.95,B,Debris Burning,31.01638889,-84.89972222,GA,7/7/2014,7/7/2014,Jul,7/7/2014 21:33,7/7/2014 22:38,0 days 00:00:00.000000000,6/7/2014,2014,Jun,720268,26057.14453,99999,2006,2020,12,0.1,720268-53882-2014.gz,28.82204577,29.28571429,30.27108434,0.0,1.913404951,1.8767507,2.025903614,0.0,70.59041804,68.92749529,62.28915663,0.0,0.0,0.0,0.0,0.0,0.1626370065565003
805,805,,30.0,C,Debris Burning,35.9828,-93.7489,AR,3/1/1999,,Mar,,,,1/30/1999,1999,Jan,723449,53878.382860000005,53954,1946,2010,15,1.0,723449-99999-1999.gz,7.567454797999999,6.729805014,8.678571429,7.213773314,4.323504868000001,4.216713092,5.085119048,3.826829268,58.06397775,54.59052925,51.64285714,57.81804511,0.0,0.0,0.0,0.0,0.2402303018307794
806,806,,20.0,C,Missing/Undefined,34.89189998,-94.82929999,OK,12/12/2005,,Dec,,,,11/12/2005,2005,Nov,723566,87187.68726,93950,1947,2020,16,1.0,723566-93950-2005.gz,7.305548387000001,2.8976,-2.005617978,7.088663968,3.800129199,4.298663102,3.318539326,3.289878543,54.97659298,56.1233244,59.07865169,56.68623482,2.6,1.5,0.0,4.9,0.2509644325804079
807,807,,10.0,C,Debris Burning,34.37,-106.191,NM,2/23/2007,,Feb,,,,1/24/2007,2007,Jan,723620,76137.51397,99999,2005,2020,16,1.0,723620-93040-2007.gz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3596615932468117
808,808,COLUMBIA,4.9,B,Arson,44.70000082,-67.80000333,ME,6/13/1992,6/13/1992,Jun,6/13/1992 14:19,6/13/1992 16:30,0 days 00:00:00.000000000,5/14/1992,1992,May,726084,23685.59904,99999,1977,2005,15,0.1,726084-99999-1992.gz,11.35142857,12.40898876,13.04666667,0.0,3.990285714,4.0617977530000005,4.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067724431516416
